IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
172.67.209.63,4,4,0.00,198.41,0.00,AMS,443
104.25.215.232,4,4,0.00,198.41,0.00,FRA,443
172.66.168.154,4,4,0.00,198.41,0.00,FRA,443
104.24.154.55,4,4,0.00,198.51,0.00,FRA,443
172.66.202.75,4,4,0.00,198.52,0.00,FRA,443
104.27.10.139,4,4,0.00,198.60,0.00,FRA,443
104.25.254.165,4,4,0.00,198.62,0.00,FRA,443
172.66.146.169,4,4,0.00,198.65,0.00,FRA,443
104.25.129.120,4,4,0.00,198.66,0.00,FRA,443
172.66.141.197,4,4,0.00,198.70,0.00,FRA,443
172.66.192.64,4,4,0.00,198.71,0.00,FRA,443
104.27.106.201,4,4,0.00,198.71,0.00,FRA,443
104.25.183.14,4,4,0.00,198.75,0.00,FRA,443
104.21.6.173,4,4,0.00,198.81,0.00,AMS,443
172.64.78.129,4,4,0.00,198.96,0.00,CMH,443
172.67.114.103,4,4,0.00,199.02,0.00,FRA,443
172.67.228.55,4,4,0.00,199.06,0.00,AMS,443
104.21.197.14,4,4,0.00,199.12,0.00,AMS,443
104.21.59.220,4,4,0.00,199.15,0.00,AMS,443
104.27.28.183,4,4,0.00,199.18,0.00,FRA,443
104.25.197.115,4,4,0.00,199.20,0.00,FRA,443
104.21.44.16,4,4,0.00,199.24,0.00,AMS,443
104.21.55.95,4,4,0.00,199.28,0.00,AMS,443
172.67.208.211,4,4,0.00,199.35,0.00,AMS,443
104.24.54.229,4,4,0.00,199.35,0.00,FRA,443
172.66.205.99,4,4,0.00,199.35,0.00,FRA,443
104.21.32.174,4,4,0.00,199.39,0.00,AMS,443
104.25.252.161,4,4,0.00,199.42,0.00,FRA,443
172.66.193.150,4,4,0.00,199.46,0.00,FRA,443
104.24.68.49,4,4,0.00,199.49,0.00,FRA,443
104.27.50.245,4,4,0.00,199.50,0.00,FRA,443
172.67.111.188,4,4,0.00,199.50,0.00,FRA,443
104.25.164.51,4,4,0.00,199.53,0.00,FRA,443
104.24.206.32,4,4,0.00,199.65,0.00,FRA,443
172.67.150.189,4,4,0.00,199.69,0.00,AMS,443
104.27.27.114,4,4,0.00,199.72,0.00,FRA,443
104.25.61.70,4,4,0.00,199.77,0.00,FRA,443
104.21.10.126,4,4,0.00,199.78,0.00,AMS,443
172.67.241.10,4,4,0.00,199.84,0.00,AMS,443
104.25.109.123,4,4,0.00,199.90,0.00,FRA,443
172.67.87.210,4,4,0.00,199.91,0.00,FRA,443
172.65.40.150,4,4,0.00,199.91,0.00,AMS,443
172.67.243.125,4,4,0.00,199.93,0.00,AMS,443
172.67.205.143,4,4,0.00,200.07,0.00,AMS,443
104.20.15.60,4,4,0.00,200.08,0.00,FRA,443
104.24.86.244,4,4,0.00,200.22,0.00,FRA,443
172.67.116.146,4,4,0.00,200.36,0.00,FRA,443
104.21.202.106,4,4,0.00,200.38,0.00,AMS,443
104.25.132.1,4,4,0.00,200.39,0.00,FRA,443
172.67.144.183,4,4,0.00,200.42,0.00,AMS,443
172.67.196.27,4,4,0.00,200.46,0.00,AMS,443
172.67.66.168,4,4,0.00,200.47,0.00,FRA,443
172.66.135.248,4,4,0.00,200.49,0.00,FRA,443
104.25.124.35,4,4,0.00,200.51,0.00,FRA,443
104.24.5.128,4,4,0.00,200.59,0.00,FRA,443
104.21.125.206,4,4,0.00,200.59,0.00,AMS,443
104.25.134.16,4,4,0.00,200.60,0.00,FRA,443
104.25.73.20,4,4,0.00,200.60,0.00,FRA,443
104.20.50.201,4,4,0.00,200.61,0.00,FRA,443
172.66.198.20,4,4,0.00,200.67,0.00,FRA,443
104.27.91.92,4,4,0.00,200.68,0.00,FRA,443
104.24.52.135,4,4,0.00,200.81,0.00,FRA,443
104.25.12.127,4,4,0.00,200.82,0.00,FRA,443
104.25.245.240,4,4,0.00,200.90,0.00,FRA,443
104.25.250.15,4,4,0.00,201.13,0.00,FRA,443
104.27.60.109,4,4,0.00,201.13,0.00,FRA,443
104.21.18.90,4,4,0.00,201.15,0.00,AMS,443
104.24.189.177,4,4,0.00,201.16,0.00,FRA,443
104.27.99.142,4,4,0.00,201.19,0.00,FRA,443
162.159.59.78,4,4,0.00,201.34,0.00,DEN,443
104.25.243.98,4,4,0.00,201.47,0.00,FRA,443
162.159.142.127,4,4,0.00,201.50,0.00,FRA,443
104.25.47.220,4,4,0.00,201.55,0.00,FRA,443
104.25.155.0,4,4,0.00,201.57,0.00,FRA,443
104.21.78.158,4,4,0.00,201.60,0.00,AMS,443
104.21.50.124,4,4,0.00,201.70,0.00,AMS,443
104.24.50.46,4,4,0.00,201.79,0.00,FRA,443
172.65.55.13,4,4,0.00,201.86,0.00,AMS,443
104.27.23.184,4,4,0.00,201.91,0.00,FRA,443
104.24.67.168,4,4,0.00,201.93,0.00,FRA,443
104.27.89.192,4,4,0.00,201.94,0.00,FRA,443
104.20.16.197,4,4,0.00,201.99,0.00,FRA,443
104.24.252.50,4,4,0.00,202.02,0.00,FRA,443
104.25.41.12,4,4,0.00,202.04,0.00,FRA,443
104.27.97.149,4,4,0.00,202.08,0.00,FRA,443
104.24.158.206,4,4,0.00,202.13,0.00,FRA,443
104.24.184.50,4,4,0.00,202.13,0.00,FRA,443
104.24.38.150,4,4,0.00,202.20,0.00,FRA,443
172.67.91.220,4,4,0.00,202.21,0.00,FRA,443
172.66.140.46,4,4,0.00,202.29,0.00,FRA,443
104.20.9.141,4,4,0.00,202.48,0.00,FRA,443
104.25.45.27,4,4,0.00,202.56,0.00,FRA,443
172.67.72.32,4,4,0.00,202.57,0.00,FRA,443
104.27.75.23,4,4,0.00,202.60,0.00,FRA,443
104.26.7.134,4,4,0.00,202.63,0.00,FRA,443
104.27.80.138,4,4,0.00,202.66,0.00,FRA,443
104.24.153.119,4,4,0.00,202.70,0.00,FRA,443
172.67.106.254,4,4,0.00,202.82,0.00,FRA,443
172.67.123.51,4,4,0.00,202.86,0.00,FRA,443
172.67.108.136,4,4,0.00,202.94,0.00,FRA,443
172.66.154.104,4,4,0.00,203.01,0.00,FRA,443
104.25.96.241,4,4,0.00,203.05,0.00,FRA,443
104.24.168.248,4,4,0.00,203.05,0.00,FRA,443
104.27.203.87,4,4,0.00,203.11,0.00,FRA,443
104.24.226.238,4,4,0.00,203.13,0.00,FRA,443
104.25.137.176,4,4,0.00,203.15,0.00,FRA,443
104.24.193.30,4,4,0.00,203.20,0.00,FRA,443
104.24.183.106,4,4,0.00,203.21,0.00,FRA,443
104.24.22.137,4,4,0.00,203.27,0.00,FRA,443
104.20.7.139,4,4,0.00,203.30,0.00,FRA,443
104.25.37.97,4,4,0.00,203.30,0.00,FRA,443
104.24.130.233,4,4,0.00,203.38,0.00,FRA,443
104.24.142.195,4,4,0.00,203.82,0.00,FRA,443
104.27.66.128,4,4,0.00,203.86,0.00,FRA,443
104.25.60.239,4,4,0.00,203.87,0.00,FRA,443
104.25.17.11,4,4,0.00,203.90,0.00,FRA,443
104.24.69.206,4,4,0.00,203.92,0.00,FRA,443
104.20.31.111,4,4,0.00,204.24,0.00,FRA,443
162.159.196.185,4,4,0.00,204.26,0.00,FRA,443
104.24.180.165,4,4,0.00,204.26,0.00,FRA,443
172.66.149.223,4,4,0.00,204.51,0.00,FRA,443
104.21.65.74,4,4,0.00,204.67,0.00,AMS,443
104.24.128.58,4,4,0.00,204.85,0.00,FRA,443
104.21.1.199,4,4,0.00,205.03,0.00,AMS,443
104.25.228.11,4,4,0.00,205.07,0.00,FRA,443
104.25.23.1,4,4,0.00,205.50,0.00,FRA,443
104.25.71.252,4,4,0.00,205.88,0.00,FRA,443
104.21.42.226,4,4,0.00,205.97,0.00,AMS,443
104.16.16.87,4,4,0.00,206.37,0.00,SJC,443
104.16.229.127,4,4,0.00,206.92,0.00,SJC,443
104.25.8.36,4,4,0.00,207.03,0.00,FRA,443
172.65.54.92,4,4,0.00,207.74,0.00,AMS,443
104.21.57.197,4,4,0.00,208.12,0.00,AMS,443
172.67.181.219,4,4,0.00,208.37,0.00,AMS,443
172.67.233.111,4,4,0.00,208.40,0.00,AMS,443
104.21.12.119,4,4,0.00,208.73,0.00,AMS,443
104.21.201.204,4,4,0.00,208.82,0.00,AMS,443
172.67.195.91,4,4,0.00,208.87,0.00,AMS,443
172.67.232.101,4,4,0.00,208.91,0.00,AMS,443
104.21.7.32,4,4,0.00,209.30,0.00,AMS,443
172.67.137.148,4,4,0.00,209.46,0.00,AMS,443
104.21.80.6,4,4,0.00,209.53,0.00,AMS,443
104.21.81.59,4,4,0.00,209.58,0.00,AMS,443
172.67.199.185,4,4,0.00,210.15,0.00,AMS,443
172.67.203.22,4,4,0.00,210.64,0.00,AMS,443
104.21.4.41,4,4,0.00,210.66,0.00,AMS,443
104.21.17.118,4,4,0.00,210.87,0.00,AMS,443
172.67.160.99,4,4,0.00,211.07,0.00,AMS,443
104.21.99.173,4,4,0.00,211.87,0.00,AMS,443
104.21.29.108,4,4,0.00,211.91,0.00,AMS,443
172.67.158.103,4,4,0.00,212.25,0.00,AMS,443
172.67.237.69,4,4,0.00,212.44,0.00,AMS,443
172.67.147.132,4,4,0.00,212.68,0.00,AMS,443
104.21.40.57,4,4,0.00,213.22,0.00,AMS,443
188.114.97.199,4,4,0.00,213.31,0.00,AMS,443
172.67.225.66,4,4,0.00,213.42,0.00,AMS,443
104.21.207.70,4,4,0.00,214.67,0.00,AMS,443
104.24.246.175,4,4,0.00,215.97,0.00,FRA,443
104.20.1.44,4,4,0.00,216.14,0.00,FRA,443
172.67.170.251,4,4,0.00,216.31,0.00,AMS,443
104.26.11.6,4,4,0.00,216.69,0.00,FRA,443
104.21.97.211,4,4,0.00,216.83,0.00,AMS,443
104.25.106.41,4,4,0.00,216.84,0.00,FRA,443
104.27.13.17,4,4,0.00,217.28,0.00,FRA,443
104.27.35.47,4,4,0.00,217.37,0.00,FRA,443
104.27.73.124,4,4,0.00,217.43,0.00,FRA,443
104.25.253.197,4,4,0.00,217.71,0.00,FRA,443
104.25.238.30,4,4,0.00,217.73,0.00,FRA,443
162.159.134.223,4,4,0.00,217.75,0.00,FRA,443
104.21.82.224,4,4,0.00,217.94,0.00,AMS,443
104.25.53.168,4,4,0.00,217.99,0.00,FRA,443
104.27.51.127,4,4,0.00,218.12,0.00,FRA,443
104.25.114.132,4,4,0.00,218.14,0.00,FRA,443
104.27.65.236,4,4,0.00,218.41,0.00,FRA,443
104.27.32.123,4,4,0.00,218.50,0.00,FRA,443
104.20.42.193,4,4,0.00,218.50,0.00,FRA,443
104.25.24.29,4,4,0.00,218.60,0.00,FRA,443
104.25.98.17,4,4,0.00,218.70,0.00,FRA,443
172.66.130.24,4,4,0.00,218.74,0.00,FRA,443
104.24.249.73,4,4,0.00,218.91,0.00,FRA,443
104.25.233.42,4,4,0.00,219.15,0.00,FRA,443
104.24.31.45,4,4,0.00,219.18,0.00,FRA,443
104.25.111.212,4,4,0.00,219.19,0.00,FRA,443
104.24.245.79,4,4,0.00,219.20,0.00,FRA,443
104.25.173.163,4,4,0.00,219.22,0.00,FRA,443
172.66.148.144,4,4,0.00,219.23,0.00,FRA,443
104.24.85.171,4,4,0.00,219.24,0.00,FRA,443
172.67.68.26,4,4,0.00,219.32,0.00,FRA,443
104.20.5.153,4,4,0.00,219.33,0.00,FRA,443
104.25.35.47,4,4,0.00,219.41,0.00,FRA,443
104.27.36.73,4,4,0.00,219.41,0.00,FRA,443
104.24.139.159,4,4,0.00,219.45,0.00,FRA,443
104.24.26.122,4,4,0.00,219.46,0.00,FRA,443
172.66.129.195,4,4,0.00,219.47,0.00,FRA,443
104.25.140.184,4,4,0.00,219.48,0.00,FRA,443
104.25.142.4,4,4,0.00,219.48,0.00,FRA,443
104.25.67.184,4,4,0.00,219.58,0.00,FRA,443
104.24.89.193,4,4,0.00,219.63,0.00,FRA,443
104.27.45.138,4,4,0.00,219.63,0.00,FRA,443
104.25.180.96,4,4,0.00,219.64,0.00,FRA,443
172.67.115.170,4,4,0.00,219.68,0.00,FRA,443
172.66.153.165,4,4,0.00,219.79,0.00,FRA,443
172.66.204.75,4,4,0.00,219.79,0.00,FRA,443
104.27.63.254,4,4,0.00,219.90,0.00,FRA,443
104.20.56.89,4,4,0.00,219.91,0.00,FRA,443
172.67.67.72,4,4,0.00,219.95,0.00,FRA,443
104.27.9.27,4,4,0.00,219.95,0.00,FRA,443
104.25.232.121,4,4,0.00,219.99,0.00,FRA,443
104.25.21.114,4,4,0.00,220.09,0.00,FRA,443
104.27.26.171,4,4,0.00,220.10,0.00,FRA,443
104.25.159.142,4,4,0.00,220.23,0.00,FRA,443
104.25.158.184,4,4,0.00,220.23,0.00,FRA,443
172.66.134.15,4,4,0.00,220.27,0.00,FRA,443
104.24.238.127,4,4,0.00,220.30,0.00,FRA,443
104.25.229.40,4,4,0.00,220.40,0.00,FRA,443
104.25.57.113,4,4,0.00,220.56,0.00,FRA,443
104.27.84.170,4,4,0.00,220.60,0.00,FRA,443
104.20.60.208,4,4,0.00,220.63,0.00,FRA,443
104.27.34.39,4,4,0.00,220.67,0.00,FRA,443
104.24.198.148,4,4,0.00,220.69,0.00,FRA,443
104.26.2.38,4,4,0.00,220.72,0.00,FRA,443
104.27.14.124,4,4,0.00,220.75,0.00,FRA,443
104.27.127.129,4,4,0.00,220.76,0.00,FRA,443
104.26.0.211,4,4,0.00,220.83,0.00,FRA,443
162.159.137.57,4,4,0.00,220.87,0.00,FRA,443
104.25.119.18,4,4,0.00,220.91,0.00,FRA,443
104.24.248.114,4,4,0.00,220.92,0.00,FRA,443
104.24.81.232,4,4,0.00,220.93,0.00,FRA,443
104.25.77.143,4,4,0.00,220.95,0.00,FRA,443
104.27.199.214,4,4,0.00,221.11,0.00,FRA,443
104.25.149.218,4,4,0.00,221.22,0.00,FRA,443
104.20.24.8,4,4,0.00,221.25,0.00,FRA,443
104.20.48.119,4,4,0.00,221.27,0.00,FRA,443
104.25.148.12,4,4,0.00,221.27,0.00,FRA,443
104.24.215.250,4,4,0.00,221.31,0.00,FRA,443
104.25.163.115,4,4,0.00,221.32,0.00,FRA,443
104.24.19.236,4,4,0.00,221.35,0.00,FRA,443
104.24.212.107,4,4,0.00,221.38,0.00,FRA,443
104.24.36.19,4,4,0.00,221.38,0.00,FRA,443
172.66.216.110,4,4,0.00,221.41,0.00,FRA,443
104.25.156.226,4,4,0.00,221.46,0.00,FRA,443
104.25.112.176,4,4,0.00,221.46,0.00,FRA,443
104.20.47.167,4,4,0.00,221.54,0.00,FRA,443
104.25.213.204,4,4,0.00,221.56,0.00,FRA,443
104.27.100.179,4,4,0.00,221.57,0.00,FRA,443
104.25.117.63,4,4,0.00,221.58,0.00,FRA,443
104.27.86.57,4,4,0.00,221.60,0.00,FRA,443
104.27.207.8,4,4,0.00,221.69,0.00,FRA,443
104.24.4.126,4,4,0.00,221.71,0.00,FRA,443
104.25.7.6,4,4,0.00,221.76,0.00,FRA,443
104.20.8.6,4,4,0.00,221.76,0.00,FRA,443
104.27.11.59,4,4,0.00,221.77,0.00,FRA,443
104.25.22.41,4,4,0.00,221.77,0.00,FRA,443
104.25.125.169,4,4,0.00,221.83,0.00,FRA,443
104.25.225.99,4,4,0.00,221.89,0.00,FRA,443
104.25.29.27,4,4,0.00,221.96,0.00,FRA,443
104.27.58.23,4,4,0.00,222.08,0.00,FRA,443
104.24.250.151,4,4,0.00,222.14,0.00,FRA,443
172.66.165.33,4,4,0.00,222.16,0.00,FRA,443
104.25.65.233,4,4,0.00,222.17,0.00,FRA,443
104.26.15.93,4,4,0.00,222.23,0.00,FRA,443
104.24.33.146,4,4,0.00,222.32,0.00,FRA,443
104.20.12.9,4,4,0.00,222.33,0.00,FRA,443
104.25.59.11,4,4,0.00,222.33,0.00,FRA,443
104.20.25.90,4,4,0.00,222.35,0.00,FRA,443
104.25.246.133,4,4,0.00,222.37,0.00,FRA,443
172.67.73.212,4,4,0.00,222.42,0.00,FRA,443
104.20.44.10,4,4,0.00,222.46,0.00,FRA,443
104.24.166.118,4,4,0.00,222.47,0.00,FRA,443
104.25.66.148,4,4,0.00,222.56,0.00,FRA,443
172.66.194.26,4,4,0.00,222.77,0.00,FRA,443
172.66.145.47,4,4,0.00,222.80,0.00,FRA,443
104.24.205.105,4,4,0.00,222.91,0.00,FRA,443
104.25.2.9,4,4,0.00,222.92,0.00,FRA,443
172.67.125.149,4,4,0.00,222.93,0.00,FRA,443
104.27.37.219,4,4,0.00,222.94,0.00,FRA,443
104.27.124.59,4,4,0.00,222.98,0.00,FRA,443
188.114.99.96,4,4,0.00,222.99,0.00,AMS,443
104.24.66.248,4,4,0.00,223.03,0.00,FRA,443
104.25.177.203,4,4,0.00,223.13,0.00,FRA,443
172.66.152.14,4,4,0.00,223.19,0.00,FRA,443
104.25.226.169,4,4,0.00,223.21,0.00,FRA,443
104.25.62.166,4,4,0.00,223.30,0.00,FRA,443
172.67.120.87,4,4,0.00,223.36,0.00,FRA,443
172.66.159.93,4,4,0.00,223.43,0.00,FRA,443
162.159.194.95,4,4,0.00,223.49,0.00,FRA,443
172.67.71.140,4,4,0.00,223.51,0.00,FRA,443
104.24.227.121,4,4,0.00,223.53,0.00,FRA,443
104.25.84.235,4,4,0.00,223.55,0.00,FRA,443
104.25.224.91,4,4,0.00,223.57,0.00,FRA,443
104.24.202.218,4,4,0.00,223.58,0.00,FRA,443
104.27.33.231,4,4,0.00,223.60,0.00,FRA,443
104.25.133.123,4,4,0.00,223.64,0.00,FRA,443
104.27.201.166,4,4,0.00,223.69,0.00,FRA,443
104.25.126.146,4,4,0.00,223.75,0.00,FRA,443
172.66.137.178,4,4,0.00,223.85,0.00,FRA,443
104.25.11.117,4,4,0.00,223.86,0.00,FRA,443
104.25.51.42,4,4,0.00,223.98,0.00,FRA,443
104.21.49.252,4,4,0.00,224.00,0.00,AMS,443
104.25.107.130,4,4,0.00,224.09,0.00,FRA,443
104.27.118.132,4,4,0.00,224.09,0.00,FRA,443
172.67.206.52,4,4,0.00,224.10,0.00,AMS,443
172.66.211.130,4,4,0.00,224.21,0.00,FRA,443
172.67.94.78,4,4,0.00,224.24,0.00,FRA,443
104.24.176.130,4,4,0.00,224.34,0.00,FRA,443
104.24.143.195,4,4,0.00,224.37,0.00,FRA,443
104.24.255.151,4,4,0.00,224.39,0.00,FRA,443
104.24.39.147,4,4,0.00,224.46,0.00,FRA,443
172.66.209.93,4,4,0.00,224.46,0.00,FRA,443
104.25.43.178,4,4,0.00,224.48,0.00,FRA,443
104.24.230.228,4,4,0.00,224.48,0.00,FRA,443
104.25.20.220,4,4,0.00,224.51,0.00,FRA,443
104.24.167.67,4,4,0.00,224.52,0.00,FRA,443
104.25.241.167,4,4,0.00,224.63,0.00,FRA,443
104.25.154.101,4,4,0.00,224.66,0.00,FRA,443
172.67.84.155,4,4,0.00,224.70,0.00,FRA,443
104.25.49.124,4,4,0.00,224.72,0.00,FRA,443
104.20.30.49,4,4,0.00,224.79,0.00,FRA,443
104.24.34.48,4,4,0.00,224.83,0.00,FRA,443
104.25.105.127,4,4,0.00,224.88,0.00,FRA,443
172.67.69.60,4,4,0.00,224.90,0.00,FRA,443
162.159.152.182,4,4,0.00,224.91,0.00,FRA,443
104.21.9.41,4,4,0.00,224.93,0.00,AMS,443
104.21.204.217,4,4,0.00,224.95,0.00,AMS,443
104.25.182.124,4,4,0.00,224.97,0.00,FRA,443
104.21.211.144,4,4,0.00,224.99,0.00,AMS,443
104.25.176.31,4,4,0.00,225.10,0.00,FRA,443
104.25.39.211,4,4,0.00,225.10,0.00,FRA,443
104.20.29.250,4,4,0.00,225.12,0.00,FRA,443
104.27.72.31,4,4,0.00,225.15,0.00,FRA,443
172.67.96.180,4,4,0.00,225.22,0.00,FRA,443
104.25.5.75,4,4,0.00,225.23,0.00,FRA,443
172.64.69.33,4,4,0.00,225.31,0.00,FRA,443
172.67.220.18,4,4,0.00,225.35,0.00,AMS,443
104.21.101.2,4,4,0.00,225.40,0.00,AMS,443
104.25.166.0,4,4,0.00,225.43,0.00,FRA,443
172.67.138.78,4,4,0.00,225.44,0.00,AMS,443
172.67.183.97,4,4,0.00,225.49,0.00,AMS,443
104.24.218.201,4,4,0.00,225.49,0.00,FRA,443
104.27.54.56,4,4,0.00,225.54,0.00,FRA,443
104.25.218.64,4,4,0.00,225.63,0.00,FRA,443
104.25.88.130,4,4,0.00,225.64,0.00,FRA,443
104.24.37.185,4,4,0.00,225.81,0.00,FRA,443
104.20.11.29,4,4,0.00,225.82,0.00,FRA,443
104.24.241.45,4,4,0.00,225.84,0.00,FRA,443
104.27.3.139,4,4,0.00,225.85,0.00,FRA,443
104.27.15.40,4,4,0.00,225.87,0.00,FRA,443
104.20.32.131,4,4,0.00,225.92,0.00,FRA,443
172.67.64.209,4,4,0.00,225.95,0.00,FRA,443
104.20.14.75,4,4,0.00,226.08,0.00,FRA,443
104.24.165.1,4,4,0.00,226.08,0.00,FRA,443
172.67.192.13,4,4,0.00,226.11,0.00,AMS,443
104.20.45.2,4,4,0.00,226.13,0.00,FRA,443
104.25.208.77,4,4,0.00,226.13,0.00,FRA,443
172.66.173.207,4,4,0.00,226.30,0.00,FRA,443
172.66.171.35,4,4,0.00,226.41,0.00,FRA,443
172.66.172.177,4,4,0.00,226.43,0.00,FRA,443
104.20.38.175,4,4,0.00,226.45,0.00,FRA,443
104.24.1.25,4,4,0.00,226.46,0.00,FRA,443
172.67.113.137,4,4,0.00,226.52,0.00,FRA,443
172.66.133.176,4,4,0.00,226.56,0.00,FRA,443
104.20.0.89,4,4,0.00,226.56,0.00,FRA,443
104.21.199.204,4,4,0.00,226.58,0.00,AMS,443
104.20.52.136,4,4,0.00,226.70,0.00,FRA,443
172.67.88.22,4,4,0.00,226.77,0.00,FRA,443
104.27.193.8,4,4,0.00,226.83,0.00,FRA,443
104.25.86.211,4,4,0.00,226.84,0.00,FRA,443
104.20.33.42,4,4,0.00,226.85,0.00,FRA,443
104.25.147.119,4,4,0.00,226.86,0.00,FRA,443
104.21.41.79,4,4,0.00,226.91,0.00,AMS,443
104.24.179.214,4,4,0.00,226.93,0.00,FRA,443
104.25.190.149,4,4,0.00,226.98,0.00,FRA,443
104.21.203.200,4,4,0.00,226.98,0.00,AMS,443
104.24.64.112,4,4,0.00,226.99,0.00,FRA,443
104.27.61.19,4,4,0.00,227.02,0.00,FRA,443
162.159.141.97,4,4,0.00,227.06,0.00,FRA,443
104.25.50.74,4,4,0.00,227.12,0.00,FRA,443
104.19.93.78,4,4,0.00,227.13,0.00,SJC,443
104.25.100.247,4,4,0.00,227.15,0.00,FRA,443
104.20.49.253,4,4,0.00,227.16,0.00,FRA,443
104.25.9.79,4,4,0.00,227.20,0.00,FRA,443
104.27.96.253,4,4,0.00,227.20,0.00,FRA,443
104.24.48.219,4,4,0.00,227.24,0.00,FRA,443
104.24.178.83,4,4,0.00,227.24,0.00,FRA,443
104.20.39.222,4,4,0.00,227.30,0.00,FRA,443
104.21.212.52,4,4,0.00,227.31,0.00,AMS,443
104.27.119.173,4,4,0.00,227.32,0.00,FRA,443
104.24.28.181,4,4,0.00,227.34,0.00,FRA,443
104.27.110.190,4,4,0.00,227.38,0.00,FRA,443
104.25.179.222,4,4,0.00,227.43,0.00,FRA,443
172.67.249.170,4,4,0.00,227.46,0.00,AMS,443
104.27.195.104,4,4,0.00,227.55,0.00,FRA,443
104.21.194.65,4,4,0.00,227.57,0.00,AMS,443
172.67.238.12,4,4,0.00,227.58,0.00,AMS,443
104.21.16.129,4,4,0.00,227.60,0.00,AMS,443
104.25.75.42,4,4,0.00,227.68,0.00,FRA,443
104.21.121.147,4,4,0.00,227.72,0.00,AMS,443
172.66.164.252,4,4,0.00,227.73,0.00,FRA,443
104.21.63.23,4,4,0.00,227.76,0.00,AMS,443
104.24.42.173,4,4,0.00,227.76,0.00,FRA,443
104.27.82.76,4,4,0.00,227.77,0.00,FRA,443
104.25.83.129,4,4,0.00,227.85,0.00,FRA,443
104.27.68.205,4,4,0.00,227.85,0.00,FRA,443
104.24.247.182,4,4,0.00,227.86,0.00,FRA,443
104.24.244.237,4,4,0.00,227.90,0.00,FRA,443
104.24.217.19,4,4,0.00,227.91,0.00,FRA,443
104.25.209.144,4,4,0.00,227.93,0.00,FRA,443
172.66.208.123,4,4,0.00,227.93,0.00,FRA,443
172.67.130.131,4,4,0.00,227.94,0.00,AMS,443
104.25.85.127,4,4,0.00,227.96,0.00,FRA,443
104.21.76.70,4,4,0.00,227.98,0.00,AMS,443
104.25.128.157,4,4,0.00,227.98,0.00,FRA,443
104.25.187.30,4,4,0.00,228.16,0.00,FRA,443
104.27.111.231,4,4,0.00,228.21,0.00,FRA,443
104.24.87.194,4,4,0.00,228.21,0.00,FRA,443
104.17.129.89,4,4,0.00,228.37,0.00,SJC,443
172.67.168.4,4,4,0.00,228.37,0.00,AMS,443
104.27.6.180,4,4,0.00,228.43,0.00,FRA,443
104.27.55.174,4,4,0.00,228.44,0.00,FRA,443
172.67.152.173,4,4,0.00,228.49,0.00,AMS,443
104.21.35.168,4,4,0.00,228.53,0.00,AMS,443
172.67.251.28,4,4,0.00,228.54,0.00,AMS,443
104.24.203.34,4,4,0.00,228.57,0.00,FRA,443
172.66.143.229,4,4,0.00,228.62,0.00,FRA,443
172.67.105.145,4,4,0.00,228.64,0.00,FRA,443
104.25.210.82,4,4,0.00,228.64,0.00,FRA,443
104.24.242.11,4,4,0.00,228.71,0.00,FRA,443
104.27.42.244,4,4,0.00,228.88,0.00,FRA,443
104.21.38.39,4,4,0.00,228.91,0.00,AMS,443
104.27.77.82,4,4,0.00,228.93,0.00,FRA,443
104.25.201.213,4,4,0.00,228.93,0.00,FRA,443
104.25.144.131,4,4,0.00,228.94,0.00,FRA,443
172.67.131.27,4,4,0.00,228.95,0.00,AMS,443
104.24.144.79,4,4,0.00,228.97,0.00,FRA,443
104.21.58.29,4,4,0.00,229.13,0.00,AMS,443
104.27.126.207,4,4,0.00,229.17,0.00,FRA,443
172.66.155.110,4,4,0.00,229.23,0.00,FRA,443
104.25.6.7,4,4,0.00,229.39,0.00,FRA,443
104.27.79.221,4,4,0.00,229.41,0.00,FRA,443
172.67.86.164,4,4,0.00,229.42,0.00,FRA,443
104.24.209.79,4,4,0.00,229.45,0.00,FRA,443
104.24.76.53,4,4,0.00,229.49,0.00,FRA,443
104.18.91.252,4,4,0.00,229.60,0.00,SJC,443
104.21.124.128,4,4,0.00,229.64,0.00,AMS,443
172.66.197.235,4,4,0.00,229.70,0.00,FRA,443
104.21.14.240,4,4,0.00,229.74,0.00,AMS,443
104.26.13.225,4,4,0.00,229.74,0.00,FRA,443
162.159.143.211,4,4,0.00,229.76,0.00,FRA,443
104.21.118.249,4,4,0.00,229.82,0.00,AMS,443
104.25.79.121,4,4,0.00,229.82,0.00,FRA,443
104.21.47.21,4,4,0.00,229.82,0.00,AMS,443
104.24.182.219,4,4,0.00,229.97,0.00,FRA,443
104.24.10.159,4,4,0.00,230.03,0.00,FRA,443
104.24.204.182,4,4,0.00,230.08,0.00,FRA,443
104.24.210.141,4,4,0.00,230.16,0.00,FRA,443
104.25.193.123,4,4,0.00,230.19,0.00,FRA,443
104.21.116.82,4,4,0.00,230.22,0.00,AMS,443
172.67.161.71,4,4,0.00,230.41,0.00,AMS,443
104.24.132.152,4,4,0.00,230.42,0.00,FRA,443
104.18.0.213,4,4,0.00,230.49,0.00,SJC,443
104.27.8.27,4,4,0.00,230.51,0.00,FRA,443
104.24.133.151,4,4,0.00,230.55,0.00,FRA,443
172.65.58.227,4,4,0.00,230.55,0.00,AMS,443
172.67.107.3,4,4,0.00,230.60,0.00,FRA,443
104.25.116.42,4,4,0.00,230.63,0.00,FRA,443
